age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
45,technician,married,high.school,no,yes,no,cellular,oct,thu,33,13,19,0,nonexistent,1.1,92.926,-34.1,1.365,5228,no
43,unemployed,single,university.degree,no,no,no,cellular,jan,thu,662,6,999,0,nonexistent,1.1,92.563,-43.6,4.998,4963,no
80,technician,single,high.school,no,unknown,unknown,cellular,mar,wed,40,15,999,5,nonexistent,-0.1,92.365,-34.8,4.959,5099,no
83,management,married,unknown,no,no,no,cellular,feb,tue,8,7,6,0,nonexistent,-0.1,93.041,-45.2,3.345,5228,no
42,student,married,high.school,no,yes,yes,cellular,sep,thu,75,24,999,3,nonexistent,1.1,94.697,-47.0,1.803,5099,no
20,retired,divorced,basic.4y,no,unknown,no,cellular,jan,mon,48,8,999,5,nonexistent,1.1,93.549,-30.0,2.507,5191,no
61,management,single,high.school,no,unknown,yes,telephone,nov,tue,391,3,15,3,nonexistent,1.1,93.671,-38.6,1.375,5228,no
59,unemployed,married,high.school,no,yes,no,cellular,feb,fri,85,15,999,4,nonexistent,1.4,92.163,-40.5,1.155,5191,no
23,unknown,married,university.degree,no,yes,no,telephone,jan,mon,70,4,999,4,nonexistent,1.4,93.56,-27.7,3.707,5176,yes
56,unknown,single,university.degree,no,no,no,cellular,sep,fri,1315,9,999,6,nonexistent,1.1,94.003,-33.0,3.164,5099,no
69,management,single,basic.4y,no,unknown,no,cellular,jul,thu,40,11,999,0,nonexistent,-0.1,92.452,-33.7,3.093,5176,no
40,admin.,single,university.degree,no,unknown,no,cellular,jan,wed,22,21,999,6,nonexistent,1.1,94.951,-45.3,1.713,4963,yes
67,admin.,married,basic.4y,no,yes,no,cellular,oct,thu,91,14,999,4,nonexistent,-0.1,94.745,-45.0,1.657,5191,no
60,admin.,single,unknown,unknown,yes,unknown,cellular,dec,thu,129,27,999,2,nonexistent,1.4,94.979,-38.4,4.955,5176,no
36,services,married,basic.4y,no,unknown,no,cellular,jun,fri,357,9,999,4,nonexistent,1.1,93.081,-34.3,3.378,5176,no
86,admin.,married,high.school,no,unknown,unknown,cellular,may,thu,777,12,17,4,failure,-0.1,94.467,-40.5,4.211,5099,no
68,retired,single,basic.4y,no,yes,no,telephone,oct,mon,360,5,999,2,failure,1.1,92.986,-48.5,2.284,5228,no
28,management,divorced,unknown,no,yes,yes,telephone,nov,wed,324,21,999,2,success,1.4,94.247,-33.6,4.317,5099,yes
29,retired,married,high.school,no,yes,no,cellular,may,fri,1190,25,999,1,failure,1.4,94.843,-31.4,3.787,5099,no
25,student,married,basic.4y,unknown,no,yes,cellular,apr,tue,362,6,999,3,success,1.4,92.465,-27.3,2.16,4963,no
41,admin.,single,university.degree,unknown,no,no,telephone,mar,thu,37,19,999,3,failure,-1.8,92.421,-40.2,3.766,5191,no
58,unemployed,married,university.degree,unknown,yes,no,cellular,aug,fri,154,28,7,5,nonexistent,1.4,92.313,-43.8,4.675,4963,no
53,services,single,university.degree,unknown,no,no,telephone,jul,thu,175,5,999,6,nonexistent,1.1,94.395,-27.8,1.564,5228,no
72,student,single,basic.4y,no,unknown,unknown,telephone,may,thu,90,1,1,0,nonexistent,-0.1,94.0,-32.8,3.023,5176,no
26,unemployed,married,basic.4y,no,unknown,no,telephone,dec,fri,44,25,999,5,nonexistent,1.1,93.567,-48.5,4.854,5191,no
64,services,divorced,unknown,no,yes,unknown,cellular,sep,mon,310,10,999,1,nonexistent,1.1,94.322,-36.1,4.22,4963,no
32,unknown,single,high.school,unknown,unknown,no,cellular,dec,tue,81,14,999,5,failure,-1.8,94.55,-49.3,3.341,4963,no
65,student,single,high.school,no,unknown,no,telephone,jul,thu,244,26,999,1,success,1.1,94.849,-44.6,0.935,5228,no
59,unknown,single,high.school,no,unknown,no,cellular,oct,mon,97,27,999,1,nonexistent,-1.8,92.604,-48.3,2.406,5176,yes
77,management,single,high.school,no,unknown,no,telephone,feb,thu,176,23,999,6,nonexistent,1.1,93.325,-45.1,3.474,5176,no
87,retired,married,basic.4y,unknown,unknown,no,cellular,jul,thu,102,17,999,1,nonexistent,-1.8,94.769,-38.2,2.42,5191,no
29,technician,married,basic.4y,no,no,no,telephone,jul,mon,132,27,999,6,nonexistent,1.4,93.384,-42.8,4.987,5191,no
19,retired,single,unknown,no,no,no,cellular,apr,thu,329,11,999,6,nonexistent,-1.8,93.463,-47.9,3.922,5099,no
24,admin.,married,high.school,unknown,yes,yes,cellular,dec,tue,538,4,999,4,failure,-1.8,94.827,-38.4,1.448,5228,no
20,unknown,married,basic.4y,no,unknown,no,cellular,dec,fri,177,18,7,1,failure,1.1,94.204,-33.0,2.773,5191,no
20,unemployed,single,basic.4y,unknown,no,no,cellular,aug,mon,235,19,999,5,nonexistent,1.4,93.656,-48.7,2.308,5228,no
44,technician,single,basic.4y,no,no,unknown,cellular,apr,wed,499,4,23,0,nonexistent,-1.8,93.072,-28.8,3.225,5191,no
57,services,married,basic.4y,no,no,no,cellular,jul,thu,38,12,999,3,nonexistent,1.1,94.746,-34.3,2.581,5228,no
50,unknown,single,high.school,unknown,unknown,no,cellular,apr,fri,44,14,999,1,nonexistent,-0.1,92.027,-37.5,1.67,5099,no
18,management,single,high.school,no,no,no,cellular,aug,tue,111,18,14,5,nonexistent,1.1,92.963,-40.5,3.796,4963,no
25,management,married,basic.4y,no,yes,no,cellular,mar,tue,92,26,999,3,success,1.1,94.838,-40.6,1.096,4963,no
49,unknown,single,university.degree,no,yes,yes,cellular,feb,wed,1073,1,999,6,nonexistent,-0.1,93.495,-41.9,2.955,5176,no
65,unknown,married,unknown,no,unknown,no,cellular,oct,tue,207,27,999,2,nonexistent,-1.8,93.872,-47.2,1.985,5099,no
21,unknown,married,high.school,no,yes,no,cellular,jun,fri,185,20,999,0,success,1.1,93.598,-48.1,4.854,4963,no
87,services,married,high.school,no,no,no,telephone,jul,wed,216,25,999,2,nonexistent,1.1,93.192,-42.6,1.957,5099,no
36,admin.,married,university.degree,no,unknown,no,cellular,jul,mon,520,11,999,5,nonexistent,1.1,93.996,-34.0,2.12,5191,no
49,services,married,high.school,unknown,yes,unknown,telephone,jun,wed,69,27,999,1,nonexistent,1.4,94.299,-43.1,3.72,5176,no
26,student,single,university.degree,no,unknown,no,cellular,nov,mon,178,25,999,4,nonexistent,-1.8,93.093,-30.5,1.191,5099,no
29,unemployed,single,university.degree,no,no,no,cellular,aug,tue,79,28,13,5,nonexistent,1.4,93.772,-40.9,2.049,5191,no
28,unknown,married,basic.4y,no,yes,no,cellular,dec,fri,379,25,999,4,nonexistent,-1.8,92.248,-34.9,3.671,5191,yes
63,unemployed,single,high.school,no,no,no,cellular,jun,thu,375,19,5,5,nonexistent,-0.1,93.643,-39.6,0.764,5176,no
33,admin.,married,unknown,unknown,yes,no,cellular,jun,wed,789,1,999,0,failure,1.1,94.243,-38.1,1.989,5228,no
18,technician,married,university.degree,no,unknown,no,cellular,mar,tue,148,1,999,1,nonexistent,1.4,93.756,-44.0,0.666,5176,no
80,services,single,unknown,unknown,yes,no,cellular,dec,fri,43,3,999,1,nonexistent,-0.1,94.635,-37.7,1.287,5191,no
38,admin.,married,basic.4y,no,yes,no,cellular,feb,thu,566,26,999,1,nonexistent,-1.8,92.859,-47.3,3.27,5099,yes
47,unemployed,married,high.school,no,yes,no,cellular,jul,wed,553,14,17,1,nonexistent,-1.8,93.475,-40.7,2.626,4963,yes
30,technician,single,basic.4y,no,unknown,no,cellular,jun,fri,66,8,999,5,success,-0.1,92.262,-39.2,1.312,4963,no
51,services,married,basic.4y,no,yes,no,cellular,jan,tue,80,15,15,0,failure,-1.8,94.1,-33.1,0.971,5191,no
21,management,single,unknown,no,no,no,telephone,feb,wed,94,4,999,0,nonexistent,1.1,93.329,-40.4,0.876,5099,no
45,services,married,unknown,no,unknown,no,telephone,feb,wed,150,11,15,6,nonexistent,-1.8,93.591,-34.0,1.003,5176,no
76,retired,married,university.degree,no,unknown,no,cellular,jan,mon,441,8,999,0,nonexistent,-1.8,92.385,-45.8,1.05,4963,no
44,services,married,high.school,unknown,no,no,cellular,mar,mon,38,7,999,5,failure,-0.1,94.992,-49.4,1.007,5191,no
86,retired,married,basic.4y,no,unknown,no,cellular,may,wed,301,24,15,4,nonexistent,-1.8,94.316,-37.9,0.871,5228,no
42,technician,married,university.degree,no,yes,no,cellular,apr,fri,108,2,999,1,nonexistent,-1.8,93.202,-38.6,3.676,4963,yes
20,services,married,university.degree,no,unknown,no,cellular,dec,tue,54,8,999,5,nonexistent,-0.1,93.71,-33.9,4.743,4963,no
85,technician,single,basic.4y,no,no,no,cellular,feb,thu,103,25,999,2,nonexistent,1.1,93.856,-42.5,4.371,5191,no
42,technician,divorced,basic.4y,unknown,unknown,no,cellular,aug,mon,190,26,7,3,nonexistent,-0.1,94.882,-49.3,1.792,5228,no
37,unemployed,married,university.degree,no,no,no,cellular,sep,tue,635,27,999,0,failure,1.1,94.305,-32.6,1.523,5191,yes
51,admin.,married,basic.4y,no,unknown,yes,cellular,aug,wed,247,22,999,0,nonexistent,1.1,93.049,-27.4,0.839,4963,no
43,technician,married,basic.4y,no,no,no,cellular,jul,tue,233,19,999,5,nonexistent,1.4,94.933,-40.5,1.312,5191,no
22,technician,divorced,unknown,no,unknown,no,cellular,oct,tue,28,23,999,4,nonexistent,-0.1,92.905,-35.3,3.111,4963,no
78,unemployed,divorced,high.school,no,yes,no,cellular,feb,tue,20,9,999,4,success,-0.1,93.731,-36.9,4.992,5099,no
26,unemployed,married,university.degree,no,no,yes,cellular,jun,wed,34,16,999,3,nonexistent,-0.1,94.102,-36.4,4.384,5191,no
67,services,single,basic.4y,unknown,no,unknown,telephone,nov,mon,25,8,999,4,nonexistent,-1.8,92.813,-29.2,2.88,5176,yes
23,unemployed,married,university.degree,no,unknown,no,telephone,apr,thu,214,8,999,5,nonexistent,1.1,94.869,-32.3,2.48,5191,no
77,services,married,high.school,no,unknown,no,cellular,may,fri,150,11,999,0,failure,1.1,92.648,-31.5,1.276,5099,no
61,management,married,university.degree,no,unknown,yes,telephone,sep,mon,1,7,999,1,nonexistent,1.1,93.325,-47.8,2.459,4963,no
28,unemployed,married,university.degree,no,yes,no,cellular,sep,thu,108,21,999,1,nonexistent,-0.1,92.54,-46.5,3.23,5099,no
83,admin.,married,university.degree,unknown,unknown,yes,cellular,apr,wed,34,2,999,4,nonexistent,1.1,94.625,-34.1,3.232,5099,no
64,technician,married,unknown,unknown,no,no,telephone,aug,thu,1108,21,999,3,nonexistent,1.1,92.665,-37.0,3.066,5191,no
20,admin.,single,high.school,no,unknown,no,cellular,nov,wed,154,5,7,6,nonexistent,1.1,92.104,-31.4,4.231,5176,no
47,retired,married,high.school,no,yes,no,cellular,may,thu,138,18,999,1,nonexistent,1.1,92.117,-47.8,2.859,5176,no
38,unknown,married,university.degree,no,unknown,no,cellular,sep,mon,258,11,999,0,nonexistent,1.4,93.241,-36.4,2.696,5191,no
45,unemployed,married,university.degree,no,unknown,no,cellular,feb,wed,110,26,999,6,nonexistent,1.4,93.568,-38.3,1.966,5176,no
79,technician,married,high.school,no,no,no,cellular,apr,tue,314,17,999,1,nonexistent,-0.1,92.125,-29.5,1.418,5176,no
50,admin.,married,basic.4y,unknown,unknown,no,telephone,mar,wed,587,21,999,3,nonexistent,1.4,92.279,-45.5,0.636,5176,no
52,unemployed,married,unknown,no,yes,unknown,cellular,jul,wed,172,6,999,6,nonexistent,-1.8,92.292,-41.6,2.038,5228,no
69,unemployed,married,high.school,no,unknown,no,telephone,feb,thu,120,13,999,4,nonexistent,1.4,94.006,-46.4,3.397,5099,no
51,unknown,married,university.degree,unknown,unknown,no,cellular,mar,wed,184,7,999,2,nonexistent,-1.8,92.899,-39.2,3.072,4963,no
58,management,married,basic.4y,no,no,no,telephone,sep,thu,231,11,6,6,nonexistent,-0.1,93.688,-28.8,2.948,5228,no
68,management,married,basic.4y,unknown,unknown,no,telephone,aug,mon,470,18,999,5,failure,-1.8,92.221,-33.9,4.005,4963,no
64,technician,single,basic.4y,no,no,no,cellular,feb,wed,125,6,999,1,nonexistent,1.1,94.676,-32.1,1.648,5191,no
75,retired,single,unknown,unknown,no,no,cellular,jun,tue,13,12,999,0,nonexistent,-1.8,92.913,-47.8,3.595,5228,no
74,management,married,unknown,no,unknown,no,cellular,mar,tue,249,24,999,3,nonexistent,1.4,94.335,-39.2,3.283,5099,no
40,unknown,married,high.school,no,no,no,telephone,dec,mon,1083,22,999,1,failure,-1.8,94.48,-29.9,2.111,4963,no
65,management,married,high.school,no,no,yes,cellular,jun,tue,481,3,999,6,nonexistent,1.1,94.964,-29.9,1.585,5228,no
39,retired,married,high.school,no,unknown,no,telephone,may,thu,354,19,7,2,nonexistent,1.1,94.223,-26.3,3.089,5191,no
34,admin.,married,high.school,no,unknown,no,cellular,oct,wed,48,11,999,4,nonexistent,1.1,93.328,-37.4,4.76,4963,no
86,management,married,university.degree,unknown,yes,no,telephone,apr,fri,345,23,999,1,nonexistent,1.4,92.458,-50.0,0.964,5099,no
28,unknown,married,unknown,unknown,yes,unknown,cellular,dec,wed,21,2,999,3,nonexistent,-0.1,92.144,-28.4,4.795,5099,no
32,services,divorced,basic.4y,no,no,no,cellular,jul,wed,170,3,999,1,success,-1.8,94.659,-27.1,2.661,4963,no
52,unknown,married,university.degree,no,no,no,cellular,nov,fri,115,23,999,4,nonexistent,-0.1,93.34,-27.7,3.733,5099,no
50,student,married,high.school,no,unknown,no,cellular,oct,tue,589,25,999,3,nonexistent,-0.1,94.25,-31.5,4.14,4963,no
33,student,married,high.school,no,yes,no,cellular,jul,tue,43,17,999,5,nonexistent,1.1,93.489,-44.9,1.292,5191,no
51,management,divorced,university.degree,no,yes,no,cellular,apr,wed,388,5,8,2,nonexistent,-1.8,94.639,-46.7,0.826,4963,no
83,admin.,single,basic.4y,unknown,unknown,no,cellular,mar,tue,12,29,7,0,nonexistent,-0.1,94.249,-33.2,1.192,4963,no
57,unemployed,married,unknown,no,unknown,no,cellular,apr,thu,302,2,999,5,nonexistent,1.4,92.256,-46.6,2.12,4963,no
45,admin.,single,unknown,no,unknown,no,cellular,feb,thu,86,12,999,6,nonexistent,1.4,94.256,-27.1,4.81,4963,yes
64,unknown,married,basic.4y,no,unknown,no,cellular,apr,fri,931,5,999,4,nonexistent,1.4,92.8,-39.3,0.817,5228,yes
56,technician,single,unknown,yes,yes,no,cellular,apr,wed,278,29,999,6,nonexistent,1.4,94.319,-49.3,4.65,5099,yes
87,services,single,high.school,no,unknown,no,telephone,dec,thu,92,13,999,6,failure,1.4,94.846,-46.4,3.083,5099,no
37,admin.,married,high.school,no,unknown,unknown,cellular,may,mon,67,22,999,1,nonexistent,1.1,94.79,-43.0,1.077,5176,no
18,retired,single,high.school,no,yes,no,cellular,jan,tue,254,24,999,2,nonexistent,-0.1,92.375,-33.1,1.298,5228,no
80,unknown,married,high.school,no,unknown,no,telephone,feb,wed,79,7,999,3,nonexistent,-1.8,92.164,-32.3,3.642,5099,no
84,services,married,basic.4y,no,yes,no,cellular,aug,thu,51,21,999,5,nonexistent,1.1,94.331,-44.9,3.289,5228,no
21,student,married,unknown,no,yes,yes,cellular,aug,fri,260,11,16,3,nonexistent,-0.1,94.13,-34.4,1.362,4963,no
75,unknown,single,unknown,no,unknown,no,cellular,aug,thu,322,5,999,3,nonexistent,1.4,92.529,-49.2,4.582,4963,no
42,services,married,university.degree,no,unknown,no,cellular,may,mon,67,18,999,6,nonexistent,-1.8,94.054,-47.5,1.211,5099,no
64,retired,married,basic.4y,unknown,no,no,telephone,aug,thu,191,6,8,1,nonexistent,1.4,92.046,-37.2,2.866,5191,yes
55,management,single,unknown,no,no,no,cellular,sep,wed,272,3,999,5,nonexistent,1.4,93.893,-33.1,2.939,5099,no
32,retired,married,unknown,no,yes,yes,cellular,apr,fri,711,6,999,4,failure,-1.8,94.497,-28.1,4.434,5191,no
80,retired,married,university.degree,no,yes,unknown,telephone,apr,fri,406,16,999,5,nonexistent,-0.1,93.926,-39.5,0.727,4963,no
38,management,married,high.school,no,no,no,cellular,jul,mon,136,3,999,2,nonexistent,-1.8,92.196,-47.1,1.226,5176,no
74,management,married,unknown,no,yes,no,cellular,may,wed,465,18,999,3,nonexistent,1.1,94.973,-27.7,1.376,4963,no
70,management,married,high.school,no,no,unknown,telephone,nov,mon,145,24,999,0,nonexistent,1.4,93.068,-39.5,0.905,5228,no
63,management,married,university.degree,no,unknown,no,cellular,oct,mon,34,4,999,4,nonexistent,1.1,93.141,-38.1,3.39,4963,no
31,management,divorced,unknown,unknown,unknown,no,cellular,jan,mon,104,5,999,2,success,1.1,92.254,-29.5,1.633,4963,no
34,retired,single,high.school,unknown,unknown,no,cellular,aug,thu,408,9,999,2,nonexistent,1.1,92.501,-35.9,3.15,5228,no
56,technician,married,basic.4y,no,yes,no,cellular,apr,tue,779,4,999,3,nonexistent,1.4,92.814,-42.8,4.05,4963,no
26,technician,married,high.school,no,unknown,no,cellular,aug,thu,1027,29,999,0,nonexistent,1.4,94.398,-37.0,2.415,5099,no
23,unknown,married,high.school,unknown,yes,no,telephone,feb,wed,254,1,999,3,nonexistent,-0.1,94.075,-35.0,3.99,4963,no
40,admin.,single,high.school,no,unknown,no,cellular,dec,mon,162,27,999,4,nonexistent,-0.1,93.751,-28.6,4.029,5228,no
76,technician,married,high.school,no,yes,yes,cellular,dec,mon,44,22,1,1,nonexistent,-1.8,94.592,-44.4,1.781,4963,no
63,student,married,basic.4y,unknown,yes,yes,cellular,apr,tue,27,27,999,4,nonexistent,-1.8,94.993,-36.6,0.699,5228,no
55,technician,single,university.degree,unknown,no,no,telephone,feb,fri,182,11,999,6,nonexistent,1.4,93.154,-27.9,1.081,5191,no
31,retired,married,high.school,no,no,no,cellular,may,mon,325,5,999,0,nonexistent,-1.8,93.174,-48.9,4.229,5228,no
79,management,married,high.school,no,no,no,cellular,oct,thu,97,10,16,6,nonexistent,1.1,94.208,-45.3,2.401,5176,no
52,unknown,single,unknown,no,yes,no,cellular,oct,mon,280,3,26,6,nonexistent,-0.1,93.933,-41.7,4.297,5099,no
36,management,single,unknown,unknown,no,no,cellular,aug,wed,211,15,999,1,nonexistent,1.4,92.04,-33.7,3.023,4963,no
47,unemployed,married,basic.4y,unknown,no,no,cellular,nov,tue,706,27,999,5,nonexistent,-0.1,93.966,-29.8,1.493,5099,no
42,unemployed,single,basic.4y,no,no,no,telephone,jul,fri,58,27,999,5,nonexistent,-1.8,94.159,-45.2,3.742,4963,no
57,unemployed,married,basic.4y,no,yes,no,cellular,nov,wed,223,14,999,6,nonexistent,-0.1,94.958,-44.1,3.069,5191,no
31,retired,single,unknown,no,yes,no,cellular,may,thu,133,5,999,2,nonexistent,-0.1,93.76,-30.2,2.167,5099,no
43,student,married,high.school,no,no,no,cellular,nov,wed,75,8,999,3,nonexistent,-1.8,94.053,-46.4,1.013,4963,yes
39,technician,single,unknown,unknown,no,no,telephone,jul,mon,110,17,999,6,nonexistent,-0.1,94.366,-43.7,1.077,5191,no
65,retired,divorced,university.degree,no,yes,no,cellular,may,tue,87,20,999,5,nonexistent,1.4,92.288,-32.4,1.454,5176,no
68,admin.,divorced,basic.4y,no,yes,no,telephone,jul,mon,187,19,999,4,failure,1.1,94.204,-46.0,3.571,4963,no
20,unknown,divorced,basic.4y,no,no,unknown,telephone,apr,tue,204,4,999,3,nonexistent,-0.1,93.641,-30.1,3.811,5191,no
59,management,married,basic.4y,no,no,no,cellular,apr,thu,501,2,999,4,nonexistent,1.4,92.3,-38.2,3.387,5176,no
36,unemployed,married,university.degree,no,no,no,telephone,oct,wed,380,2,999,3,nonexistent,1.1,94.01,-39.3,2.104,5176,no
45,services,married,high.school,no,yes,yes,cellular,apr,tue,90,2,999,5,nonexistent,1.4,92.704,-46.8,2.555,5176,no
62,admin.,single,high.school,unknown,no,yes,cellular,nov,wed,669,3,999,1,nonexistent,1.4,93.614,-33.7,3.731,4963,no
80,unemployed,single,high.school,no,yes,no,telephone,aug,tue,506,28,17,3,nonexistent,1.1,92.843,-28.8,3.514,5191,no
36,student,married,basic.4y,unknown,unknown,yes,telephone,jan,mon,245,9,999,6,nonexistent,-1.8,92.314,-33.4,4.008,4963,yes
64,admin.,divorced,high.school,no,no,yes,telephone,oct,tue,4,5,999,6,nonexistent,1.4,92.753,-42.4,1.684,5228,no
31,retired,single,unknown,no,unknown,yes,cellular,may,tue,58,20,7,6,nonexistent,-1.8,93.316,-33.2,0.65,5099,no
55,technician,divorced,basic.4y,no,yes,no,telephone,dec,fri,389,29,999,0,nonexistent,-1.8,93.482,-37.8,1.794,5191,no
70,management,single,university.degree,unknown,unknown,yes,telephone,oct,thu,151,15,999,0,nonexistent,-0.1,92.445,-29.5,2.15,5191,no
78,unknown,married,university.degree,no,no,yes,cellular,feb,mon,33,4,999,5,nonexistent,-1.8,92.963,-39.0,4.827,4963,no
53,student,married,high.school,no,unknown,unknown,telephone,oct,mon,131,3,8,3,nonexistent,1.4,94.578,-44.3,1.581,5228,no
57,student,married,basic.4y,yes,unknown,yes,telephone,apr,wed,59,9,999,5,nonexistent,1.4,94.731,-47.6,4.241,5191,no
47,services,married,unknown,no,unknown,no,cellular,may,tue,557,27,999,2,nonexistent,1.1,93.606,-43.3,3.35,5228,no
26,admin.,single,unknown,unknown,yes,no,telephone,aug,tue,550,10,999,0,nonexistent,-1.8,93.471,-36.5,1.362,5099,no
81,services,single,basic.4y,unknown,no,unknown,telephone,feb,tue,122,17,999,4,nonexistent,1.1,93.744,-45.9,2.393,5191,no
50,technician,single,high.school,no,yes,no,telephone,feb,mon,36,22,999,5,failure,1.4,92.644,-49.0,2.859,5228,no
69,unemployed,single,university.degree,no,unknown,no,cellular,feb,fri,111,20,999,3,nonexistent,1.1,94.981,-39.2,2.134,5228,no
31,technician,married,university.degree,no,unknown,unknown,cellular,aug,wed,34,8,999,3,success,-0.1,94.236,-41.7,1.618,5228,no
70,unemployed,married,unknown,no,yes,no,telephone,dec,tue,90,23,999,0,nonexistent,1.1,92.716,-39.9,1.735,5228,no
76,services,married,unknown,unknown,yes,no,cellular,mar,fri,368,19,999,2,nonexistent,-0.1,92.816,-39.1,3.187,4963,no
58,management,married,unknown,unknown,unknown,no,telephone,may,thu,86,5,999,4,nonexistent,-0.1,93.945,-31.6,3.637,5191,no
85,technician,married,university.degree,no,no,no,cellular,feb,mon,196,27,999,6,nonexistent,-1.8,92.969,-26.9,2.679,4963,no
85,services,married,unknown,no,yes,no,cellular,jun,thu,31,11,999,6,nonexistent,1.4,93.066,-43.7,4.745,5228,no
